id,Date,satisfaction,nps,frustrations,like_best,satisfaction_matrix:Content_accuracy,satisfaction_matrix:Ease_of_use,satisfaction_matrix:Information_provided_is_up_to_da,satisfaction_matrix:Information_is_easy_to_find,satisfaction_matrix:Visual_appeal,tasks,Look_something_up,Learn_something_new,Find_code_samples,Evaluate_a_product_service,Solve_a_problem,Find_a_reference_architecture,Find_information_about_getting_s,What_is_your_job_role_Enter_stud,What_is_your_age_,gender_dropdown,How_many_years_of_experience_do_,What_are_the_primary_technologie,How_many_employees_does_your_com,URL,Location,Total Time,Device type,Browser,System,IP,visitorId
521,2/26/20 17:37,1,0,Popups appearing when I am reading,Nothing.  Should I thank car manufacturers for supplying a manual?  Piss off.,3,2,1,1,4,Solve_a_problem / Look_something_up,1,,,,2,,,A microsoft survey monkey apparently,75_years_old_or_older,Gender_not_listed,"More than I need, less than I want",Sky-hook technology in arameic,the root of -1,https://docs.microsoft.com/en-us/dynamics-nav/flowfilter-overview,,151s,Desktop,Chrome 0.0.0,Win10,,28656E9674E667CF033E60EA75A666BC
522,2/26/20 16:54,7,10,,Plenty of examples and code snippets.,7,6,6,5,7,Look_something_up / Find_code_samples / Learn_something_new / Solve_a_problem,6,6,6,,5,,,,55-64_years_old,Male,30+,"C, C++, C#, SQL, Powershell","75,000",https://docs.microsoft.com/en-us/powershell/scripting/samples/repeating-a-task-for-multiple-objects--foreach-object-?view=powershell-7,,243s,Desktop,Chrome 0.0.0,Win10,,3AA41BB33F456E602C2A177F3B456DE1
523,2/26/20 16:42,7,10,Cool,Just started learning!! 25/02/2020 will advise!!,7,7,7,7,7,Learn_something_new / Evaluate_a_product_service,,7,,7,,,,Un-Employed at Preesent,55-64_years_old,Male,25,0365 Business + Enterprise + O2016,0,https://docs.microsoft.com/en-gb/microsoft-365/business/?view=o365-worldwide,,150s,Desktop,IE 18.19564.0,Win10,,2ECFE38521716E7E36F8E8F820A26FF1
524,2/26/20 16:42,2,2,"1.  Searching on a specific D365 F&O error message, I typically do not find helpful information.  Info in docs does not go into sufficient details.2.  It is very confusing as to where to look for information for D365 F&O.  Docs? Forums? etc",,3,5,,2,,Solve_a_problem,,,,,2,,,IT Systems Analyst,,,>20 in IT,English,"3,000",https://docs.microsoft.com/en-us/dynamics365/supply-chain/master-planning/master-plan-site-coverage-warehouse-not-mandatory,,238s,Desktop,Chrome 0.0.0,Win10,,24BD79BEA2E167C52E0B746BA6E164B5
525,2/26/20 16:38,7,10,,,7,7,7,7,7,Learn_something_new / Solve_a_problem / Find_information_about_getting_s / Find_code_samples,,7,7,,7,,7,"TEchnology Lead, SharePoint",35-44_years_old,Non-binary,6,"SharePoint,Powershell,  SQL, C#","5,000",https://docs.microsoft.com/en-us/sharepoint/external-sharing-overview,,142s,Desktop,IE 11.0.0,Win10,,304BC802FE096C8526C7C652FFA16D62
526,2/26/20 16:33,7,10,"cross platform winui :) more controls for xamarin like bottom sheet, radio button, popOver, etc.","UWP, Xamarin Forms and some sections that still have windows 10 mobile screen shots :) reminds me the good old days",7,7,7,7,7,Look_something_up / Solve_a_problem / Learn_something_new / Find_code_samples,7,7,7,,7,,,Xamarin.Forms developer,18-24_years_old,Male,1,"C# for xamarin.forms, maybe in the future java script for react native",i didn't count,https://docs.microsoft.com/en-us/xamarin/get-started/supported-platforms?tabs=windows,,415s,Desktop,Chrome 0.0.0,Win10,,2E793FBAE2276628010931E8E39267C5
527,2/26/20 16:30,7,10,,,7,7,7,7,7,Look_something_up / Solve_a_problem,7,,,,7,,,systems administrator,45-54_years_old,Male,25,,,https://docs.microsoft.com/en-us/powershell/module/updateservices/invoke-wsusservercleanup?view=win10-ps,,67s,Desktop,Chrome 0.0.0,Win10,,315FF4B1D14A6C221EEEFAB2D54A6AFB
528,2/26/20 16:14,5,6,"when open in edge for longer time, the page gets frozen,",cover essential info with examples,5,6,5,5,6,Look_something_up / Find_code_samples / Solve_a_problem / Learn_something_new,5,6,6,,5,,,,,,,,,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/preprocessor-directives/preprocessor-if,,204s,Desktop,IE 18.18363.0,Win10,,34113ACF42CF69B6245837EF46CF6FB8
529,2/26/20 16:00,7,10,,,,,,,,,,,,,,,,,,,,,,https://docs.microsoft.com/zh-tw/microsoft-365/admin/setup/domains-faq,,12s,Tablet,Chrome Mobile iOS 0.0.0,iOS,,08E27EA633DF6C6D2EAF70D132A06D1F
530,2/26/20 15:34,4,4,,,5,5,5,5,5,Learn_something_new,,5,,,,,,professional,55-64_years_old,Male,30,SQL,40,https://docs.microsoft.com/en-us/power-bi/desktop-add-custom-column,,2957s,Desktop,IE 11.0.0,Win10,,248B784152246D540A547406539A6CEB
531,2/26/20 15:24,6,9,Not enough examples on how to use the commands.,,5,6,6,5,5,Learn_something_new / Find_code_samples / Find_information_about_getting_s / Solve_a_problem,,7,7,,7,,6,System and Cloud Engineer,35-44_years_old,Male,16+ years,"AD, Office 365, Exchange Online, Azure",1000+,https://docs.microsoft.com/en-us/powershell/module/updateservices/invoke-wsusservercleanup?view=win10-ps,,324s,Desktop,Chrome 0.0.0,Win10,,1E0B87A1511864D017CE89B355186733
532,2/26/20 15:18,4,5,,,6,3,3,4,3,Look_something_up / Find_code_samples / Find_a_reference_architecture / Solve_a_problem / Learn_something_new,4,4,5,,4,4,,Information Systems Administrator,45-54_years_old,,26,"Tech: Microsoft, Lang: American English",200,https://docs.microsoft.com/en-us/powershell/exchange/exchange-online/connect-to-exchange-online-powershell/mfa-connect-to-exchange-online-powershell?view=exchange-ps,,166s,Desktop,Chrome 0.0.0,Win10,,2F9EFCC194296AF90201F7D1953E6B53
533,2/26/20 15:17,4,5,,,5,4,5,5,6,Find_information_about_getting_s / Learn_something_new / Look_something_up / Solve_a_problem,4,6,,,3,,4,engineer,25-34_years_old,Male,5,Sharepoint,10000+,https://docs.microsoft.com/en-us/deployoffice/compat/manage-compatibility-mode-for-office,,220s,Desktop,IE 18.18362.0,Win10,,3C2747C6B11F68BA1DEA49B3B07E698C
534,2/26/20 15:02,7,10,,,7,7,7,7,7,Solve_a_problem / Find_a_reference_architecture / Learn_something_new / Evaluate_a_product_service / Find_information_about_getting_s / Find_code_samples / Look_something_up,7,7,7,7,7,7,7,Data Platform,25-34_years_old,Male,12,Microsoft Azure,500,https://docs.microsoft.com/en-us/azure/data-factory/create-self-hosted-integration-runtime,,1346s,Desktop,Chrome 0.0.0,MacOSX,,14003363921C602223803E35961C66DC
535,2/26/20 15:01,1,0,,,,,,,,Solve_a_problem / Learn_something_new / Evaluate_a_product_service / Find_a_reference_architecture / Find_code_samples / Find_information_about_getting_s / Look_something_up,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/configmgr/core/get-started/2019/technical-preview-1909#bkmk_OGs,,99s,Desktop,Firefox 47.0.0,Win7,,2B20A41230846D3F3A25AA6E314F6CF1
536,2/26/20 14:59,7,10,"link on hands on tutorials, if possible :) to see how it will work in real life scenario",well organised ;),6,6,6,4,4,Solve_a_problem / Find_a_reference_architecture / Look_something_up / Evaluate_a_product_service,4,,,5,4,6,,it admin,45-54_years_old,Male,17,"o365, azure migration",500+,https://docs.microsoft.com/en-gb/windows-server/get-started-19/install-upgrade-migrate-19,,198s,Desktop,Chrome 0.0.0,MacOSX,,0DF8A2BEECC560A92F92ACC2ED8561DE
537,2/26/20 14:56,7,10,,Everything is clear and concise.,7,7,7,7,7,Solve_a_problem / Find_code_samples / Look_something_up / Find_a_reference_architecture / Find_information_about_getting_s / Learn_something_new,7,7,7,,7,,7,Software Engineer,18-24_years_old,Male,1,".Net, Java, Python, C#, Javascript, PHP",25,https://docs.microsoft.com/en-us/azure/devops/pipelines/apps/cd/deploy-docker-webapp?view=azure-devops&tabs=java,,2524s,Desktop,Chrome 0.0.0,Win10,,24210B2982CE68822F0D057686CE6BDC
538,2/26/20 14:53,7,10,,,,,,,,,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/visualstudio/deployment/how-to-sign-setup-files-with-signtool-exe-clickonce?view=vs-2019,,65s,Desktop,Chrome 0.0.0,Win10,,1326AD7B65996CFC2680A06561996F28
539,2/26/20 14:22,5,8,,,6,6,4,3,6,Solve_a_problem,,,,,5,,,Senior Developer,35-44_years_old,Male,10,"C#, Python, Docker, Kubernetes",500,https://docs.microsoft.com/en-us/dotnet/standard/design-guidelines/using-standard-exception-types,,91s,Desktop,Chrome 0.0.0,Win10,,2FC37C9F4A2340A591C4CB59ACB317BD
540,2/26/20 14:19,6,8,,,6,6,6,6,5,Find_code_samples / Find_a_reference_architecture / Solve_a_problem,,,5,,4,5,,NOC Engineer,45-54_years_old,Male,17,,,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2008-R2-and-2008/dd941861%28v%3dws.10%29,,92s,Desktop,Firefox 73.0.0,Win7,,06321C6ED035653D07D3112BD4356699
541,2/26/20 14:09,7,10,,,7,5,7,7,6,Evaluate_a_product_service / Find_a_reference_architecture / Solve_a_problem / Learn_something_new / Find_code_samples,,7,7,5,7,7,,,,,,,,https://docs.microsoft.com/pt-br/dotnet/api/system.globalization.cultureinfo.invariantculture?view=netframework-4.8,,80s,Desktop,Chrome 0.0.0,Win10,,074378C639F068AB13A3768B3DF06BB1
542,2/26/20 14:00,5,7,I think my frustration comes from my own lack of knowledge and experience. I am here now to increase my knowledge and reduce my frustration and that of my coworkers.,the ability to use docs across multiple devices.,5,5,5,4,4,Look_something_up / Learn_something_new / Solve_a_problem / Find_information_about_getting_s,4,4,,,4,,4,Project Coordinator,35-44_years_old,Male,5,Apple Products,under 20,https://docs.microsoft.com/en-us/MicrosoftTeams/teams-overview,,229s,Desktop,Safari 13.0.5,MacOSX,,0656A89AD4E267EB3259A6E6D5866632
543,2/26/20 13:50,7,10,,,7,7,7,7,7,Learn_something_new / Find_information_about_getting_s / Look_something_up / Solve_a_problem,7,7,,,7,,7,IT Consultant,45-54_years_old,Male,22,O365,,https://docs.microsoft.com/en-us/connectors/bitly/,,87s,Desktop,Chrome 0.0.0,Win10,,21473237787660E52DAD3C7779B361EA
544,2/26/20 13:37,1,0,,,1,1,1,1,1,Solve_a_problem,,,,,1,,,,25-34_years_old,,8,,,https://docs.microsoft.com/en-us/dotnet/csharp/linq/join-by-using-composite-keys,,51s,Desktop,Chrome 0.0.0,Win7,,016A85A5A7D36C4B21778BC7A3D36F31
545,2/26/20 13:26,7,10,"I like the basics that the docs give. But sometimes you need some advice that is ""next level"", which is not always available on the docs. Then you need to go to stack overflow or another site to see a practical example.","The way that the docs give you the information in a scientific and direct way. Stack overflow and other sites are not always reliable or correct, but the docs are always correct and reliable.",7,7,7,7,7,Solve_a_problem / Find_code_samples / Look_something_up / Find_a_reference_architecture / Evaluate_a_product_service / Learn_something_new,7,7,7,7,7,7,,Developer,45-54_years_old,Male,3,"Office 365 Power platform, PowerApps, Share Point SQL, Flow",>5000,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/functions/function-filter-lookup,,11758s,Desktop,Chrome 0.0.0,Win10,,3A374E82B5BE68092474433FB1BE6E53
546,2/26/20 13:24,7,9,,,,,,,,,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/removing-user-from-restricted-users-portal-after-spam?view=o365-worldwide,,143s,Desktop,Chrome 0.0.0,Win10,,05FF2C6809A6652C325B2252083B64B6
547,2/26/20 13:22,6,7,,,5,5,5,5,5,Find_code_samples,,,4,,,,,student,35-44_years_old,Non-binary,10,,,https://docs.microsoft.com/en-us/sql/ssms/download-sql-server-management-studio-ssms?view=sql-server-ver15,,303s,Desktop,IE 11.0.0,Win10,,1D60D729632565D73CA6D95E624964CC
548,2/26/20 13:06,7,10,,,7,5,6,5,4,Learn_something_new / Find_code_samples / Look_something_up,7,5,6,,,,,,,,,,,https://docs.microsoft.com/en-us/dotnet/api/system.data.dataset?view=netframework-4.8,,74s,Desktop,Chrome 0.0.0,Win10,,10245AAA0BB06C1C13C654D60ADB6D4B
549,2/26/20 13:05,7,10,more embedded AI for identify context of searches or related subjects.,Their TOC syntax and search capabilities.,7,7,6,6,7,Find_a_reference_architecture / Solve_a_problem / Look_something_up / Find_information_about_getting_s,6,,,,6,5,7,Architect,35-44_years_old,Male,21,Customer Engagement Business Applications and Power Platform,130k,https://docs.microsoft.com/en-us/dynamics365/mixed-reality/guides/pc-app-website-powerapps-link,,429s,Desktop,Chrome 0.0.0,Win10,,3BB194CD6B8048578EFBD48C7139E39C
550,2/26/20 13:00,1,1,,,2,2,5,1,4,Look_something_up / Learn_something_new / Find_information_about_getting_s / Find_code_samples,2,2,1,,,,1,,,,,,,https://docs.microsoft.com/en-us/cpp/cpp/subscript-operator?view=vs-2019,,93s,Desktop,Firefox 73.0.0,Win10,,045C1FAF90526D581E40126E94526EB8
551,2/26/20 12:40,7,9,"some questions wre and are not still replied, interaction is weak",easy to sift through,6,6,6,6,5,Look_something_up / Find_a_reference_architecture / Solve_a_problem,6,,,,6,6,,SysAdmin,55-64_years_old,Male,25,Windows Servers,150,https://docs.microsoft.com/fr-ca/azure/active-directory/b2b/add-users-administrator,,705s,Desktop,IE 11.0.0,Win10,,32853B1CAE5B662E184F3555AA5B602E
552,2/26/20 12:25,6,10,,,5,6,6,5,6,Solve_a_problem / Find_information_about_getting_s / Learn_something_new / Find_code_samples,,6,6,,6,,6,architect,45-54_years_old,Male,25,C# C++,6000,https://docs.microsoft.com/en-us/dotnet/api/system.media.soundplayer?view=netframework-4.8,,61s,Desktop,Firefox 73.0.0,Win10,,200D4A2DA3836E9B0B9547C3A7836D03
553,2/26/20 12:19,7,10,,,7,7,7,7,7,Solve_a_problem / Learn_something_new / Evaluate_a_product_service / Find_a_reference_architecture / Look_something_up / Find_code_samples / Find_information_about_getting_s,7,7,7,7,7,7,7,,,,,,,https://docs.microsoft.com/en-in/windows/wsl/initialize-distro,,90s,Desktop,Chrome 0.0.0,Win10,,06F6880903336D6012FC860607336EB2
554,2/26/20 12:17,6,6,,,6,7,6,7,6,Find_code_samples / Find_information_about_getting_s / Find_a_reference_architecture / Look_something_up,6,,6,,,6,6,,,,,,,https://docs.microsoft.com/en-us/office365/servicedescriptions/sharepoint-online-service-description/sharepoint-online-limits?redirectSourcePath=%252fen-us%252farticle%252fSharePoint-Online-software-boundaries-and-limits-8f34ff47-b749-408b-abc0-b605e1f6d498,,1086s,Desktop,Chrome 0.0.0,Win10,,01046C1023046900084966BF22336859
555,2/26/20 12:16,6,7,,,5,5,5,5,5,Learn_something_new / Find_information_about_getting_s / Look_something_up / Find_code_samples / Find_a_reference_architecture,5,5,3,,,4,4,,,,,,,https://docs.microsoft.com/en-us/previous-versions/sql/sql-server-2012/ms174420%28v%3dsql.110%29,,84s,Desktop,Chrome 0.0.0,Win8,,330A63E1753566762DB96D9B7423670E
556,2/26/20 12:14,6,8,,,6,5,7,6,7,Look_something_up / Solve_a_problem / Evaluate_a_product_service / Learn_something_new / Find_information_about_getting_s,6,5,,5,6,,7,,,,,,,https://docs.microsoft.com/de-de/sql/ssdt/verifying-database-code-by-using-sql-server-unit-tests?view=sql-server-ver15,,287s,Desktop,Chrome 0.0.0,Win10,,0360CC0599B06DDB2B36C26398056CB5
557,2/26/20 11:49,6,10,,,7,5,7,4,6,Solve_a_problem / Find_a_reference_architecture / Find_information_about_getting_s / Learn_something_new / Look_something_up / Find_code_samples,4,7,7,,7,4,7,programmer,25-34_years_old,Male,4,?#,< 10,https://docs.microsoft.com/ru-ru/nuget/reference/ps-reference/ps-ref-install-package,,187s,Desktop,Chrome 0.0.0,Win10,,3A32D7037AEF61D11134DDFF7EEF67F3
558,2/26/20 11:44,5,9,,,,,,,,,,,,,,,,,,,,,,https://docs.microsoft.com/ko-kr/visualstudio/xml-tools/integration-with-xml-editor?view=vs-2019,,33s,Desktop,Chrome 0.0.0,Win10,,1E87F7ADE0DE6BBC2839F9F7E4DE682D
559,2/26/20 11:37,5,10,,,4,4,5,3,5,Find_code_samples / Look_something_up / Solve_a_problem,4,,5,,4,,,Exchange System Specialist,45-54_years_old,Male,25,Exchange,"40,000",https://docs.microsoft.com/en-us/exchange/collaboration-exo/public-folders/assign-permissions-mail-enabled-pfs,,94s,Desktop,IE 18.17763.0,Win10,,2E186224BCD06FC031966F9CBD3C6E27
560,2/26/20 11:20,6,9,some record are archived and the links are dead. plz do a link clean-up.,the massive amount of useful information :-),6,7,5,6,7,Learn_something_new / Look_something_up / Find_code_samples / Solve_a_problem,7,7,6,,5,,,Lead Consultant - EA,35-44_years_old,Male,17,anything goes :-),5500,https://docs.microsoft.com/en-us/sql/relational-databases/security/authentication-access/create-a-credential?view=sql-server-ver15,,278s,Desktop,IE 18.17763.0,Win10,,192F6AB94D61624920A267BD4C8A63C1
561,2/26/20 11:19,6,9,,,7,7,7,7,7,Learn_something_new / Find_a_reference_architecture / Find_information_about_getting_s,,7,,,,7,6,.Net developer,18-24_years_old,Male,1,. NET core,50,https://docs.microsoft.com/en-gb/aspnet/core/blazor/components?view=aspnetcore-3.1,,167s,Desktop,Chrome 0.0.0,Win10,,1CE3067B4F2A6E3B314F08014E4B6F5D
562,2/26/20 11:00,6,10,please return back switch to read english version of docks. auto-translated Russian version really bad.,nice links to github issues at the bottom,6,6,6,6,7,Look_something_up / Find_code_samples / Solve_a_problem / Learn_something_new / Find_a_reference_architecture / Find_information_about_getting_s,7,7,7,,5,6,6,developer,25-34_years_old,Male,1.5,"c#, asp.net core, tsql",>25000,https://docs.microsoft.com/en-us/aspnet/core/fundamentals/routing?view=aspnetcore-3.1,,712s,Desktop,Chrome 0.0.0,Win10,,336ABE2B99A469B71CBFB25E9DA46FC5
563,2/26/20 10:58,6,9,i like,i like,6,6,6,6,6,Learn_something_new,,6,,,,,,study,18-24_years_old,Female,4 year,ict,don have,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-8.1-and-8/hh824822(v=win.10)?redirectedfrom=MSDN,,276s,Desktop,Chrome 0.0.0,Win10,,21DF8A331AC064982CA5844F1B3D653B
564,2/26/20 10:56,7,10,,"meaningful descriptions, well translate, online code try",7,7,7,7,7,Find_code_samples / Find_a_reference_architecture / Find_information_about_getting_s / Learn_something_new / Look_something_up / Solve_a_problem / Evaluate_a_product_service,7,7,7,7,7,7,7,Software Engineer,35-44_years_old,Male,20,C#,10,https://docs.microsoft.com/tr-tr/dotnet/csharp/language-reference/operators/member-access-operators#null-conditional-operators--and-,,288s,Desktop,Chrome 0.0.0,Win10,,044DB32FE04665B307ABBFBAE44663B6
565,2/26/20 10:56,7,10,,,7,6,6,6,7,Learn_something_new / Solve_a_problem / Find_information_about_getting_s / Evaluate_a_product_service / Find_a_reference_architecture,,7,,7,5,6,7,,,,,,,https://docs.microsoft.com/en-us/azure/advisor/advisor-overview?source=docs,,81s,Desktop,Safari 13.0.4,MacOSX,,1E7EDF215A026BF72895D37A5E02681E
566,2/26/20 10:34,7,10,,Lots of extremly usefull and complexly documented information regarding the internals and usage of the .NET constructs,7,7,7,7,7,Learn_something_new / Find_information_about_getting_s / Find_code_samples / Solve_a_problem / Find_a_reference_architecture / Look_something_up,7,7,7,,7,7,7,.NET DEVELOPER,25-34_years_old,Male,4,"ASP .NET Core, C#, Mongo, TSQL, RABBITMQ, etc",140,https://docs.microsoft.com/en-us/archive/msdn-magazine/2010/september/concurrency-throttling-concurrency-in-the-clr-4-0-threadpool,,122s,Desktop,Chrome 0.0.0,Win10,,3332A62690E064F22F72A86F94E06743
567,2/26/20 10:33,7,8,,,7,7,7,7,7,Find_information_about_getting_s / Learn_something_new / Find_a_reference_architecture,,6,,,,6,7,,,,,,,https://docs.microsoft.com/en-us/dotnet/architecture/microservices/,,55s,Desktop,Chrome 0.0.0,Win10,,36E148824E6860C8386646EA4FD76143
568,2/26/20 10:32,1,0,,,1,1,1,2,1,Find_code_samples / Learn_something_new / Solve_a_problem,,1,1,,2,,,,,,,,,https://docs.microsoft.com/en-us/azure/terraform/terraform-install-configure,,27s,Desktop,Firefox 73.0.0,MacOSX,,2C3CEE510D8968631978E2CA0C5D699D
569,2/26/20 9:55,7,7,Zyxel adptor problem,,7,7,7,7,7,Solve_a_problem,,,,,4,,,,45-54_years_old,Male,50,Hindi,,https://docs.microsoft.com/en-us/system-center/vmm/?view=sc-vmm-2019,,177s,Desktop,IE 10.0.0,Win7,,3748DA74370460FB1230D40F36BB61B1
570,2/26/20 9:46,7,10,"Please ëbring forwardí content originally written for earlier versions of the applications as so much of it is still relevant today. For example, there were expansive training notes written (Word format .doc) for Microsoft Project 2002 that explain in detail work contours and calculations used in the scheduling engine. Sometimes the recent ëhow toí style articles donít explain functionality in enough technical detail.","Structured, standardised format. Simple page design. Simple hierarchical menu. Wide content - for expert users and developers.",6,7,6,6,7,Solve_a_problem / Look_something_up / Learn_something_new / Find_a_reference_architecture / Find_information_about_getting_s / Find_code_samples / Evaluate_a_product_service,7,7,7,7,7,7,7,IT Consultant,45-54_years_old,Male,26,"MS Project, Excel, Visio, VBA, Power Query M Language",1,https://docs.microsoft.com/en-us/office/client-developer/visio/eventxfmod-cell-events-section,,918s,Desktop,Safari 13.0.5,MacOSX,,336C17A10F28656524C919DD0EC464E9
571,2/26/20 9:33,3,3,NEVER MINE YOU NEVER READ THIS,,4,3,4,1,3,Find_code_samples / Learn_something_new,,5,3,,,,,,,,20,SPANISH HHH,1200,https://docs.microsoft.com/en-us/powershell/scripting/getting-started/starting-the-windows-powershell-2.0-engine?view=powershell-7,,116s,Desktop,Chrome 0.0.0,Win7,,3CFFE3BAAC2966E637B3EA7BA82965C7
572,2/26/20 9:22,7,10,"embed links to corresponding self paced labs as recommendation,release mobile app equivalent as well",precise and appropriate level of content,7,7,7,7,7,Find_a_reference_architecture,,,,,,7,,,,,,,,https://docs.microsoft.com/en-in/azure/migrate/tutorial-migrate-hyper-v,,129s,Desktop,Chrome 0.0.0,Win7,,1EA56A8812BB69F80384677816BB6FD0
573,2/26/20 9:16,4,5,,,,,,,,,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/power-automate/web-api,,112s,Desktop,Chrome 0.0.0,MacOSX,,3CEF98E3F63166A7207796B4F231655D
574,2/26/20 9:10,1,0,,,1,1,1,1,1,Solve_a_problem,,,,,1,,,,35-44_years_old,Male,10,,,https://docs.microsoft.com/en-us/data-integration/gateway/service-gateway-update,,46s,Desktop,IE 11.0.0,Win10,,1B1CA5476FA46F011359AB4B6BA46C15
575,2/26/20 9:05,4,0,The azure ad documentation has now become impossible to navigate.,,5,3,3,1,6,Find_code_samples / Look_something_up / Find_information_about_getting_s / Solve_a_problem,1,,,,3,,4,,,,,,,https://docs.microsoft.com/en-us/powershell/module/azuread/Connect-AzureAD?view=azureadps-2.0#parameters,,118s,Desktop,Chrome 0.0.0,Win10,,1EBC551901D1606F058A5B1C05D16638
576,2/26/20 9:01,6,8,,,6,6,5,6,5,Learn_something_new / Solve_a_problem / Find_information_about_getting_s / Find_code_samples / Look_something_up,6,6,5,,6,,4,Student,18-24_years_old,Female,4,"SQL, php, js, c#",,https://docs.microsoft.com/en-us/sql/relational-databases/stored-procedures/create-a-stored-procedure?view=sql-server-ver15,,116s,Desktop,Chrome 0.0.0,Win10,,067C0ECCC5D564DF2240031CC4E8656A
577,2/26/20 8:59,7,8,,,5,5,6,6,6,Look_something_up,6,,,,,,,engineer,45-54_years_old,Male,30,arabic,120000,https://docs.microsoft.com/en-us/office/client-developer/excel/excel-home?redirectedfrom=MSDN,,244s,Desktop,Opera 0.0.0,Win10,,159ACBFF702B6BF82E1DC583713D6A23
578,2/26/20 8:37,6,8,,,6,5,5,6,5,Find_information_about_getting_s / Look_something_up / Learn_something_new / Find_code_samples / Solve_a_problem,5,5,5,,5,,5,Software Engineer,25-34_years_old,Male,1,"c#, vb6, c++, .net core, .net framework, asp.net",100,https://docs.microsoft.com/en-us/aspnet/core/fundamentals/middleware/write?view=aspnetcore-3.1#per-request-middleware-dependencies,,648s,Desktop,Chrome 0.0.0,Win10,,17A1607AADFB6612214D6D67A9FB601A
579,2/26/20 8:19,7,10,,They are up to date and I can leave comments.,7,7,7,5,6,Find_code_samples / Find_information_about_getting_s / Evaluate_a_product_service / Look_something_up / Learn_something_new,7,6,5,7,,,7,Software Architect,55-64_years_old,Male,40,"C#, go, RAML",90000,https://docs.microsoft.com/en-us/microsoft-edge/extensions-chromium/getting-started/,,210s,Desktop,Chrome 0.0.0,Win10,,3F47362EBB5C6B6D20713DDCBF5C685F
580,2/26/20 8:18,2,3,"Very difficult to solve the problem of error ""install latest powershell.."" i have it installed, wont help..",,2,2,3,1,5,Find_code_samples / Evaluate_a_product_service / Solve_a_problem / Find_information_about_getting_s,,,2,3,2,,1,Senior system architect,35-44_years_old,Male,20,"AWS, Java, Python",1800,https://docs.microsoft.com/en-us/powershell/scripting/install/installing-powershell-core-on-windows?view=powershell-7,,190s,Desktop,Chrome 0.0.0,MacOSX,,0905A4710B3565B01C8FAA710F35639F
581,2/26/20 8:06,5,6,,,2,6,3,4,4,Look_something_up / Find_information_about_getting_s / Find_a_reference_architecture / Find_code_samples / Learn_something_new / Solve_a_problem,3,5,3,,4,3,5,Head of department,45-54_years_old,Male,20,".NET incl. Core, C#, SQL, WPF, Azure DevOps Server",> 40,https://docs.microsoft.com/en-us/azure/devops/repos/git/import-from-tfvc?view=azure-devops,,322s,Desktop,Chrome 0.0.0,Win10,,12E062EC319C6EEF32C46C9730296F01
582,2/26/20 8:00,4,4,,,,,,,,,,,,,,,,,,,,,,https://docs.microsoft.com/ru-ru/dotnet/api/system.decimal.compare?view=netframework-4.8,,31s,Desktop,Chrome 0.0.0,Win10,,3F8A9B319EBC6031272F96049ABC66B8
583,2/26/20 7:52,6,8,,,6,6,5,6,6,Solve_a_problem,,,,,6,,,Systeme engineer  / mssql dba,45-54_years_old,Male,20,Microsoft,25,https://docs.microsoft.com/en-us/dynamics-nav/how-to--increase-the-size-of-transaction-log-files,,80s,Desktop,Chrome 0.0.0,Win10,,368E32FC6078618202FD3F8C61B2601F
584,2/26/20 7:05,6,5,,,,,,,,Find_code_samples / Solve_a_problem / Look_something_up / Learn_something_new,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/file-system/how-to-copy-delete-and-move-files-and-folders,,41s,Desktop,Chrome 0.0.0,Win10,,1799BA3AB4BB6E9E22D1B45FB5766F40
585,2/26/20 5:52,7,10,,,7,7,7,7,7,,,,,,,,,,,,,,,https://docs.microsoft.com/en-us/aspnet/web-api/overview/getting-started-with-aspnet-web-api/tutorial-your-first-web-api,,26s,Desktop,Chrome 0.0.0,Win10,,37BEBEF6E25866C70AC1B0A5E65865F3
586,2/26/20 5:48,7,10,,,7,7,7,7,7,Learn_something_new / Look_something_up / Find_code_samples / Find_a_reference_architecture / Solve_a_problem / Evaluate_a_product_service / Find_information_about_getting_s,7,7,7,7,7,7,7,,,,,,,https://docs.microsoft.com/en-us/azure/logic-apps/logic-apps-overview,,32s,Desktop,Chrome 0.0.0,Win10,,127BB8BD7E42667734C3B6C77FEE67C4
587,2/26/20 5:33,4,7,"Often there is a lack of information about the subject being described. For example, WinApi or tool descriptions have no usage examples or are not enough, or they are so simple that they are not applicable in reality.",What I like the most is that they are at all,4,5,5,5,5,Solve_a_problem / Find_code_samples / Learn_something_new / Look_something_up / Find_information_about_getting_s,5,6,3,,4,,5,Programmer,35-44_years_old,Male,12,Delphi,,https://docs.microsoft.com/en-us/windows/win32/debug/system-error-codes,,622s,Desktop,Firefox 73.0.0,Win10,,0D9977B7A3EA6E563BAA7E2EA7EA686C
